prediction,actual,correct,confidence,prob_up
0,0,True,0.7332491113832489,0.2667508886167511
0,0,True,0.7448800940774156,0.2551199059225844
0,1,False,0.6146368536742493,0.3853631463257509
0,1,False,0.607981690047998,0.39201830995200204
0,1,False,0.635843823564636,0.3641561764353641
1,1,True,0.681881747311539,0.681881747311539
0,1,False,0.7136770581739726,0.28632294182602736
0,1,False,0.7759350889482666,0.22406491105173337
0,1,False,0.7534771859124463,0.2465228140875537
0,1,False,0.7701300936350074,0.22986990636499252
0,1,False,0.7216835580167987,0.27831644198320127
0,0,True,0.6642279973777546,0.3357720026222453
0,1,False,0.5704852195498031,0.42951478045019686
0,0,True,0.7828652082133236,0.21713479178667638
0,0,True,0.6384245553756627,0.3615754446243373
0,0,True,0.6588498754136289,0.3411501245863711
0,1,False,0.7438829413888204,0.2561170586111795
0,0,True,0.7474352988429582,0.2525647011570417
0,0,True,0.7131180192197499,0.28688198078025007
0,0,True,0.71075098798676,0.28924901201324016
0,1,False,0.7408190950815305,0.2591809049184694
0,0,True,0.5825465454410019,0.4174534545589982
0,0,True,0.731701399794812,0.26829860020518803
0,1,False,0.7235654586780154,0.2764345413219847
0,0,True,0.6685541923832948,0.33144580761670506
0,1,False,0.8410461408169185,0.15895385918308133
0,1,False,0.7679505315193897,0.23204946848061012
0,1,False,0.7826547644614844,0.21734523553851556
0,1,False,0.7454206568501499,0.25457934314985
0,1,False,0.6406086950308776,0.35939130496912225
1,0,False,0.6327798980374874,0.6327798980374874
0,0,True,0.5470277727633213,0.4529722272366787
0,0,True,0.6294697215227827,0.3705302784772172
0,1,False,0.5109729499884615,0.48902705001153846
1,1,True,0.5534193328204822,0.5534193328204822
1,0,False,0.5870538042033302,0.5870538042033302
1,0,False,0.56988516664215,0.56988516664215
0,0,True,0.5073553390944268,0.49264466090557324
1,0,False,0.5840674090257845,0.5840674090257845
0,0,True,0.6434885503554653,0.35651144964453474
0,0,True,0.7953650170470488,0.20463498295295118
0,0,True,0.5352964372047446,0.4647035627952555
0,0,True,0.5470438389444148,0.4529561610555852
0,0,True,0.6120602703938762,0.3879397296061238
1,0,False,0.6975044670111092,0.6975044670111092
0,0,True,0.5357977136527923,0.4642022863472077
0,0,True,0.7068501206256903,0.2931498793743098
1,1,True,0.65175807615341,0.65175807615341
0,0,True,0.5164242935076577,0.48357570649234227
0,1,False,0.6802641234427365,0.3197358765572635
1,1,True,0.583423873315434,0.583423873315434
0,1,False,0.5841409322073189,0.4158590677926812
0,1,False,0.5225401122325356,0.4774598877674645
0,1,False,0.5253069489329631,0.47469305106703696
1,1,True,0.5195983812760532,0.5195983812760532
0,1,False,0.5843540207308758,0.41564597926912433
0,1,False,0.5482657465415597,0.4517342534584404
1,1,True,0.53329041576431,0.53329041576431
0,1,False,0.6604004650530484,0.33959953494695155
1,0,False,0.5463616683225487,0.5463616683225487
1,0,False,0.7351602490707553,0.7351602490707553
1,0,False,0.579032519754311,0.579032519754311
0,0,True,0.5085275129171923,0.4914724870828077
0,0,True,0.5127092913473885,0.4872907086526117
0,0,True,0.6799068345498563,0.32009316545014355
1,1,True,0.56655618436142,0.56655618436142
1,0,False,0.6607586978493172,0.6607586978493172
1,0,False,0.6289741789494807,0.6289741789494807
0,0,True,0.6370650499468734,0.36293495005312637
0,0,True,0.5436362849930447,0.4563637150069553
0,0,True,0.5848135205357602,0.4151864794642399
0,1,False,0.7811963810296736,0.2188036189703264
1,1,True,0.7157421764564117,0.7157421764564117
1,1,True,0.522497481860355,0.522497481860355
1,1,True,0.8036928185157131,0.8036928185157131
1,1,True,0.7174984139600856,0.7174984139600856
1,0,False,0.6303079176594475,0.6303079176594475
0,1,False,0.7244917611192909,0.2755082388807093
1,0,False,0.6397530065212017,0.6397530065212017
0,0,True,0.5163266199729125,0.4836733800270875
0,0,True,0.7168827641820128,0.28311723581798715
1,0,False,0.6181869071928502,0.6181869071928502
1,0,False,0.6989438003085936,0.6989438003085936
1,0,False,0.543135536721041,0.543135536721041
1,0,False,0.7083622302012851,0.7083622302012851
1,0,False,0.812297889849846,0.812297889849846
1,0,False,0.7294619421595001,0.7294619421595001
1,0,False,0.5905983539636954,0.5905983539636954
1,0,False,0.6994665608256049,0.6994665608256049
1,0,False,0.6369659636471802,0.6369659636471802
1,0,False,0.5073406246277139,0.5073406246277139
0,0,True,0.5336837326788108,0.46631626732118925
1,0,False,0.5284170128728647,0.5284170128728647
1,1,True,0.5292988576426971,0.5292988576426971
1,0,False,0.6058887579890639,0.6058887579890639
1,0,False,0.6845522315909713,0.6845522315909713
1,1,True,0.6377834835876988,0.6377834835876988
1,1,True,0.8090857278767842,0.8090857278767842
1,0,False,0.9254031678177245,0.9254031678177245
1,0,False,0.9120121349358901,0.9120121349358901
1,0,False,0.9320481791923537,0.9320481791923537
1,0,False,0.8843422665791612,0.8843422665791612
1,1,True,0.8883340523020684,0.8883340523020684
1,1,True,0.8710029958907239,0.8710029958907239
1,1,True,0.8637484049139286,0.8637484049139286
1,1,True,0.8596347806355844,0.8596347806355844
1,1,True,0.8672241085035511,0.8672241085035511
1,0,False,0.8544316404574115,0.8544316404574115
0,1,False,0.6313889413933266,0.3686110586066734
1,0,False,0.5493448329743511,0.5493448329743511
0,0,True,0.6592442921300654,0.3407557078699346
0,0,True,0.6609831557695658,0.3390168442304343
1,1,True,0.5415857793688291,0.5415857793688291
1,0,False,0.5752899166847472,0.5752899166847472
1,0,False,0.5033545903741012,0.5033545903741012
1,0,False,0.6380523284236824,0.6380523284236824
1,0,False,0.6173491554229305,0.6173491554229305
0,0,True,0.5821033979921739,0.4178966020078261
1,0,False,0.6421104645618555,0.6421104645618555
1,1,True,0.6935484028093082,0.6935484028093082
1,0,False,0.6194191723633401,0.6194191723633401
1,0,False,0.5481863217258269,0.5481863217258269
1,0,False,0.6422225343044738,0.6422225343044738
1,0,False,0.6407460307204149,0.6407460307204149
1,0,False,0.7149135465802317,0.7149135465802317
1,0,False,0.8410866567348341,0.8410866567348341
1,0,False,0.6729708378405441,0.6729708378405441
1,0,False,0.8354474783382722,0.8354474783382722
1,0,False,0.8395831559582909,0.8395831559582909
1,0,False,0.8826796948417741,0.8826796948417741
1,1,True,0.8282287659130272,0.8282287659130272
1,1,True,0.8716214491252305,0.8716214491252305
1,1,True,0.8652604788281117,0.8652604788281117
1,1,True,0.8763932933381224,0.8763932933381224
1,1,True,0.7651327523243332,0.7651327523243332
1,1,True,0.7941736418710497,0.7941736418710497
